317400.41733917384,6292545.497195147
320494.7337016595,6304464.345406203
324448.5823870579,6301943.050592326
325537.3233294134,6307845.172542995
327084.4815106569,6294379.166150694
327485.5965946828,6289852.295916688
330006.89140855963,6301771.144127743
330178.7978731416,6297244.273893737
330751.81942175096,6290711.828239599
332012.46682868863,6295410.604938189
332470.8840675759,6285096.217063236
333330.4163904895,6305839.597122863
333674.22931965365,6304063.230322177
336539.33706269634,6287331.001102811
340206.67497379053,6296728.554499987
341753.833155034,6312028.229847835
343931.3150397445,6285783.842921566
348458.18527375255,6294149.957531249
348801.9982029183,6301026.216114553
349833.4369904128,6302401.467831211
350234.5520744388,6297473.48251318
350635.6671584648,6291915.173491677
352927.7533529001,6312486.647086721
355563.65247649717,6301140.820424274
358428.7602195405,6295181.396318747
358657.9688389838,6318331.466882528
360491.6377945313,6293576.935982643
363757.8606215986,6291055.641168766
